date;country;grocery_pharmacy;parks;residential;retail_recreation;transit_stations;workplaces;weekday;monthday;week;month;quarter;year
2020-05-26;Thailand;-1.0;-31.0;12.0;-28.0;-39.0;-22.0;1;26;22;5;2;2020
2020-05-27;South Korea;11.0;68.5;1.5;-4.5;-2.5;-2.0;2;27;22;5;2;2020
2020-05-27;Thailand;1.0;-28.0;12.0;-26.0;-37.0;-22.0;2;27;22;5;2;2020
2020-05-28;South Korea;7.5;52.0;2.5;-8.0;-5.5;-1.0;3;28;22;5;2;2020
2020-05-28;Thailand;-1.0;-31.0;12.0;-28.0;-38.0;-21.0;3;28;22;5;2;2020
2020-05-29;South Korea;9.0;48.0;3.0;-8.0;-3.5;-1.5;4;29;22;5;2;2020
2020-05-29;Thailand;5.0;-31.0;13.0;-27.0;-38.0;-21.0;4;29;22;5;2;2020
2020-05-30;South Korea;11.0;52.0;2.5;-9.0;-5.0;-3.0;5;30;22;5;2;2020
2020-05-30;Thailand;4.0;-38.0;10.0;-25.0;-34.0;-8.0;5;30;22;5;2;2020
2020-05-31;South Korea;22.0;51.0;2.5;-5.5;-5.5;-4.5;6;31;22;5;2;2020
2020-05-31;Thailand;5.0;-32.0;8.0;-24.0;-34.0;-7.0;6;31;22;5;2;2020
2020-06-01;South Korea;17.5;63.0;2.5;-2.0;-2.0;-0.5;0;1;23;6;2;2020
2020-06-01;Thailand;7.0;-26.0;10.0;-21.0;-31.0;-19.0;0;1;23;6;2;2020
2020-06-02;South Korea;7.0;29.0;2.0;-7.0;-4.0;-0.5;1;2;23;6;2;2020
2020-06-02;Thailand;4.0;-27.0;10.0;-22.0;-32.0;-21.0;1;2;23;6;2;2020
2020-06-03;South Korea;11.0;57.0;2.5;-7.5;-4.0;-1.5;2;3;23;6;2;2020
2020-06-03;Thailand;7.0;-20.0;18.0;-16.0;-40.0;-51.0;2;3;23;6;2;2020
2020-06-04;South Korea;6.0;41.0;2.5;-9.5;-6.0;-1.0;3;4;23;6;2;2020
2020-06-04;Thailand;2.0;-26.0;11.0;-24.0;-32.0;-20.0;3;4;23;6;2;2020
2020-06-05;South Korea;10.0;45.0;2.5;-7.5;-2.5;-2.5;4;5;23;6;2;2020
2020-06-05;Thailand;4.0;-28.0;12.0;-23.0;-37.0;-20.0;4;5;23;6;2;2020
2020-06-06;South Korea;11.5;51.0;3.5;-10.0;-8.5;-16.0;5;6;23;6;2;2020
2020-06-06;Thailand;1.0;-35.0;9.0;-22.0;-36.0;-7.0;5;6;23;6;2;2020
2020-06-07;South Korea;23.5;52.0;1.5;-5.0;-5.5;-5.5;6;7;23;6;2;2020
2020-06-07;Thailand;3.0;-27.0;7.0;-20.0;-36.0;-7.0;6;7;23;6;2;2020
2020-06-08;South Korea;15.5;54.5;2.0;-3.0;-2.5;0.0;0;8;24;6;2;2020
2020-06-08;Thailand;3.0;-24.0;10.0;-19.0;-34.0;-18.0;0;8;24;6;2;2020
2020-06-09;South Korea;9.5;42.0;1.0;-2.0;-1.5;0.0;1;9;24;6;2;2020
2020-06-09;Thailand;1.0;-25.0;10.0;-20.0;-35.0;-20.0;1;9;24;6;2;2020
2020-06-10;South Korea;2.0;21.5;3.0;-11.0;-6.5;-1.5;2;10;24;6;2;2020
2020-06-10;Thailand;3.0;-22.0;10.0;-18.0;-33.0;-19.0;2;10;24;6;2;2020
2020-06-11;South Korea;8.0;38.0;2.5;-7.0;-7.0;-0.5;3;11;24;6;2;2020
2020-06-11;Thailand;2.0;-22.0;10.0;-18.0;-35.0;-19.0;3;11;24;6;2;2020
2020-06-12;South Korea;7.5;37.0;3.0;-8.0;-5.0;-2.0;4;12;24;6;2;2020
2020-06-12;Thailand;4.0;-23.0;11.0;-19.0;-35.0;-20.0;4;12;24;6;2;2020
2020-06-13;South Korea;10.0;22.0;4.0;-8.0;-10.0;-5.5;5;13;24;6;2;2020
2020-06-13;Thailand;3.0;-30.0;8.0;-18.0;-33.0;-7.0;5;13;24;6;2;2020
2020-06-14;South Korea;0.0;40.5;3.0;-5.5;-9.0;-7.0;6;14;24;6;2;2020
2020-06-14;Thailand;2.0;-25.0;7.0;-18.0;-36.0;-6.0;6;14;24;6;2;2020
2020-06-15;South Korea;18.5;62.0;1.5;0.0;-2.0;1.0;0;15;25;6;2;2020
2020-06-15;Thailand;4.0;-24.0;9.0;-16.0;-33.0;-19.0;0;15;25;6;2;2020
2020-06-16;South Korea;10.5;49.0;0.5;-0.5;-0.5;1.0;1;16;25;6;2;2020
2020-06-16;Thailand;2.0;-24.0;10.0;-18.0;-33.0;-20.0;1;16;25;6;2;2020
2020-06-17;South Korea;10.0;54.5;2.0;-6.5;-4.0;-0.5;2;17;25;6;2;2020
2020-06-17;Thailand;-2.0;-26.0;10.0;-19.0;-33.0;-21.0;2;17;25;6;2;2020
2020-06-18;South Korea;3.0;37.0;2.0;-9.0;-8.0;-0.5;3;18;25;6;2;2020
2020-06-18;Thailand;3.0;-22.0;9.0;-13.0;-33.0;-20.0;3;18;25;6;2;2020
2020-06-19;South Korea;8.0;43.5;2.0;-7.0;-4.0;-1.5;4;19;25;6;2;2020
2020-06-19;Thailand;3.0;-23.0;10.0;-15.0;-34.0;-20.0;4;19;25;6;2;2020
2020-06-20;South Korea;8.5;46.0;1.5;-8.0;-6.0;-5.5;5;20;25;6;2;2020
2020-06-20;Thailand;4.0;-27.0;6.0;-12.0;-31.0;-6.0;5;20;25;6;2;2020
2020-06-21;South Korea;19.0;45.0;1.0;-5.5;-6.5;-6.0;6;21;25;6;2;2020
2020-06-21;Thailand;3.0;-21.0;6.0;-13.0;-34.0;-6.0;6;21;25;6;2;2020
2020-06-22;South Korea;13.0;50.5;2.0;-3.0;-3.5;-1.0;0;22;26;6;2;2020
2020-06-22;Thailand;2.0;-22.0;8.0;-12.0;-33.0;-20.0;0;22;26;6;2;2020
2020-06-23;South Korea;10.0;46.0;0.0;-1.0;-0.5;0.0;1;23;26;6;2;2020
2020-06-23;Thailand;5.0;-19.0;8.0;-11.0;-31.0;-20.0;1;23;26;6;2;2020
2020-06-24;South Korea;-6.5;-7.5;4.0;-17.5;-13.0;-2.0;2;24;26;6;2;2020
2020-06-24;Thailand;3.0;-18.0;8.0;-11.0;-30.0;-19.0;2;24;26;6;2;2020
2020-06-25;South Korea;2.5;9.0;3.5;-10.5;-10.0;-0.5;3;25;26;6;2;2020
2020-06-25;Thailand;4.0;-19.0;8.0;-10.0;-29.0;-20.0;3;25;26;6;2;2020
2020-06-26;South Korea;8.5;41.0;2.0;-5.5;-3.5;-1.0;4;26;26;6;2;2020
2020-06-26;Thailand;5.0;-21.0;9.0;-11.0;-31.0;-21.0;4;26;26;6;2;2020
2020-06-27;South Korea;10.0;45.0;1.5;-5.5;-5.0;-6.0;5;27;26;6;2;2020
2020-06-27;Thailand;5.0;-24.0;6.0;-9.0;-28.0;-10.0;5;27;26;6;2;2020
2020-06-28;South Korea;-1.5;48.0;1.0;-3.0;-5.5;-7.5;6;28;26;6;2;2020
2020-06-28;Thailand;6.0;-18.0;4.0;-9.0;-29.0;-6.0;6;28;26;6;2;2020
2020-06-29;South Korea;10.0;25.5;2.5;-5.5;-5.0;0.0;0;29;27;6;2;2020
2020-06-29;Thailand;7.0;-19.0;7.0;-7.0;-28.0;-19.0;0;29;27;6;2;2020
2020-06-30;South Korea;6.0;9.5;2.5;-3.5;-6.0;0.0;1;30;27;6;2;2020
2020-06-30;Thailand;17.0;-16.0;6.0;1.0;-25.0;-19.0;1;30;27;6;2;2020
2020-07-01;South Korea;10.5;58.0;2.0;-6.0;-4.5;-0.5;2;1;27;7;3;2020
2020-07-01;Thailand;9.0;-17.0;5.0;-4.0;-23.0;-18.0;2;1;27;7;3;2020
2020-07-02;South Korea;5.5;47.0;1.5;-6.5;-6.5;0.0;3;2;27;7;3;2020
2020-07-02;Thailand;9.0;-17.0;5.0;-5.0;-23.0;-18.0;3;2;27;7;3;2020
2020-07-03;South Korea;5.5;33.5;2.5;-8.0;-5.0;-1.5;4;3;27;7;3;2020
2020-07-03;Thailand;6.0;-17.0;5.0;-9.0;-23.0;-19.0;4;3;27;7;3;2020
2020-07-04;South Korea;9.5;49.0;2.0;-7.5;-7.0;-6.5;5;4;27;7;3;2020
2020-07-04;Thailand;12.0;-15.0;4.0;-5.0;-23.0;-14.0;5;4;27;7;3;2020
2020-07-05;South Korea;20.5;54.5;1.0;-4.5;-6.5;-7.0;6;5;27;7;3;2020
2020-07-05;Thailand;14.0;13.0;2.0;1.0;-26.0;-13.0;6;5;27;7;3;2020
2020-07-06;South Korea;12.0;56.0;2.0;-2.5;-3.5;-1.0;0;6;28;7;3;2020
2020-07-06;Thailand;11.0;20.0;11.0;5.0;-38.0;-53.0;0;6;28;7;3;2020
2020-07-07;South Korea;9.0;51.0;0.5;0.0;-1.0;0.0;1;7;28;7;3;2020
2020-07-07;Thailand;7.0;-10.0;9.0;-2.0;-31.0;-36.0;1;7;28;7;3;2020
2020-07-08;South Korea;5.0;55.5;1.5;-6.0;-5.5;-0.5;2;8;28;7;3;2020
2020-07-08;Thailand;5.0;-13.0;4.0;-5.0;-23.0;-17.0;2;8;28;7;3;2020
2020-07-09;South Korea;3.5;38.5;1.5;-7.0;-7.0;-0.5;3;9;28;7;3;2020
2020-07-09;Thailand;3.0;-15.0;5.0;-8.0;-26.0;-17.0;3;9;28;7;3;2020
2020-07-10;South Korea;4.5;30.0;3.5;-9.5;-7.0;-1.5;4;10;28;7;3;2020
2020-07-10;Thailand;4.0;-16.0;6.0;-9.0;-27.0;-17.0;4;10;28;7;3;2020
2020-07-11;South Korea;10.5;47.5;2.0;-6.5;-7.0;-6.5;5;11;28;7;3;2020
2020-07-11;Thailand;2.0;-23.0;6.0;-8.0;-29.0;-5.0;5;11;28;7;3;2020
2020-07-12;South Korea;-8.0;20.5;3.0;-10.5;-12.0;-10.0;6;12;28;7;3;2020
2020-07-12;Thailand;3.0;-18.0;5.0;-7.0;-30.0;-5.0;6;12;28;7;3;2020
2020-07-13;South Korea;-0.5;-15.5;5.5;-15.0;-14.0;-3.5;0;13;29;7;3;2020
2020-07-13;Thailand;2.0;-19.0;5.0;-9.0;-27.0;-15.0;0;13;29;7;3;2020
2020-07-14;South Korea;9.5;40.5;1.5;-1.0;-3.5;-0.5;1;14;29;7;3;2020
2020-07-14;Thailand;2.0;-16.0;5.0;-9.0;-28.0;-17.0;1;14;29;7;3;2020
2020-07-15;South Korea;12.5;61.0;1.5;-3.0;-5.0;-0.5;2;15;29;7;3;2020
2020-07-15;Thailand;1.0;-11.0;5.0;-7.0;-29.0;-14.0;2;15;29;7;3;2020
2020-07-16;South Korea;8.0;50.0;0.5;-4.0;-6.5;0.0;3;16;29;7;3;2020
2020-07-16;Thailand;-2.0;-14.0;6.0;-10.0;-29.0;-14.0;3;16;29;7;3;2020
2020-07-17;South Korea;5.5;43.0;2.0;-6.0;-5.5;-2.0;4;17;29;7;3;2020
2020-07-17;Thailand;4.0;-12.0;6.0;-7.0;-29.0;-14.0;4;17;29;7;3;2020
2020-07-18;South Korea;8.5;49.0;1.5;-6.0;-7.5;-6.5;5;18;29;7;3;2020
2020-07-18;Thailand;2.0;-18.0;5.0;-6.0;-31.0;-5.0;5;18;29;7;3;2020
2020-07-19;South Korea;12.0;13.5;3.5;-10.0;-16.5;-9.5;6;19;29;7;3;2020
2020-07-19;Thailand;3.0;-12.0;5.0;-6.0;-32.0;-5.0;6;19;29;7;3;2020
2020-07-20;South Korea;10.5;44.5;3.5;-4.0;-7.5;-1.5;0;20;30;7;3;2020
2020-07-20;Thailand;4.0;-12.0;5.0;-6.0;-28.0;-14.0;0;20;30;7;3;2020
2020-07-21;South Korea;8.0;51.0;0.0;2.0;-2.0;0.0;1;21;30;7;3;2020
2020-07-21;Thailand;1.0;-13.0;5.0;-7.0;-28.0;-15.0;1;21;30;7;3;2020
2020-07-22;South Korea;-3.0;15.0;3.5;-12.0;-10.5;-2.5;2;22;30;7;3;2020
2020-07-22;Thailand;2.0;-11.0;5.0;-6.0;-28.0;-13.0;2;22;30;7;3;2020
2020-07-23;South Korea;-14.5;-21.5;4.5;-20.0;-17.5;-2.5;3;23;30;7;3;2020
2020-07-23;Thailand;1.0;-10.0;5.0;-6.0;-26.0;-12.0;3;23;30;7;3;2020
2020-07-24;South Korea;8.0;26.0;3.5;-7.0;-9.0;-2.0;4;24;30;7;3;2020
2020-07-24;Thailand;3.0;-8.0;5.0;-7.0;-19.0;-14.0;4;24;30;7;3;2020
2020-07-25;South Korea;10.5;51.5;2.5;-5.5;-8.5;-7.0;5;25;30;7;3;2020
2020-07-25;Thailand;5.0;-10.0;3.0;-3.0;-24.0;-10.0;5;25;30;7;3;2020
2020-07-26;South Korea;-1.0;61.0;1.0;-2.0;-6.5;-8.0;6;26;30;7;3;2020
2020-07-26;Thailand;7.0;19.0;2.0;2.0;-29.0;-12.0;6;26;30;7;3;2020
2020-07-27;South Korea;9.5;28.0;3.5;-5.0;-8.5;-4.0;0;27;31;7;3;2020
2020-07-27;Thailand;11.0;45.0;11.0;11.0;-38.0;-55.0;0;27;31;7;3;2020
2020-07-28;South Korea;6.0;33.0;1.5;-0.5;-5.5;-2.5;1;28;31;7;3;2020
2020-07-28;Thailand;6.0;14.0;13.0;2.0;-38.0;-58.0;1;28;31;7;3;2020
2020-07-29;South Korea;1.0;14.0;4.0;-9.5;-12.5;-6.5;2;29;31;7;3;2020
2020-07-29;Thailand;2.0;-8.0;4.0;-5.0;-24.0;-15.0;2;29;31;7;3;2020
2020-07-30;South Korea;7.5;49.0;2.5;-3.0;-9.0;-6.5;3;30;31;7;3;2020
2020-07-30;Thailand;4.0;-8.0;4.0;-4.0;-25.0;-14.0;3;30;31;7;3;2020
2020-07-31;South Korea;9.5;47.5;2.5;-2.0;-4.5;-8.5;4;31;31;7;3;2020
2020-07-31;Thailand;6.0;-10.0;5.0;-4.0;-26.0;-15.0;4;31;31;7;3;2020
2020-08-01;South Korea;2.5;12.5;3.5;-12.5;-15.0;-18.5;5;1;31;8;3;2020
2020-08-01;Thailand;5.0;-19.0;5.0;-4.0;-27.0;-5.0;5;1;31;8;3;2020
2020-08-02;South Korea;6.0;-3.5;3.0;-16.0;-19.5;-16.0;6;2;31;8;3;2020
2020-08-02;Thailand;5.0;-17.0;5.0;-4.0;-28.0;-10.0;6;2;31;8;3;2020
2020-08-03;South Korea;10.0;34.5;6.0;-4.5;-11.5;-20.0;0;3;32;8;3;2020
2020-08-03;Thailand;7.0;-12.0;5.0;-3.0;-26.0;-13.0;0;3;32;8;3;2020
2020-08-04;South Korea;13.5;44.0;3.5;5.0;-6.0;-17.5;1;4;32;8;3;2020
2020-08-04;Thailand;1.0;-14.0;5.0;-7.0;-27.0;-14.0;1;4;32;8;3;2020
2020-08-05;South Korea;8.5;31.5;5.0;-4.5;-11.0;-16.5;2;5;32;8;3;2020
2020-08-05;Thailand;4.0;-16.0;4.0;-5.0;-27.0;-13.0;2;5;32;8;3;2020
2020-08-06;South Korea;5.5;37.0;5.0;-5.5;-11.0;-12.5;3;6;32;8;3;2020
2020-08-06;Thailand;0.0;-17.0;5.0;-7.0;-27.0;-12.0;3;6;32;8;3;2020
2020-08-07;South Korea;6.0;34.0;4.5;-4.5;-8.0;-12.0;4;7;32;8;3;2020
2020-08-07;Thailand;-1.0;-18.0;5.0;-10.0;-28.0;-13.0;4;7;32;8;3;2020
2020-08-08;South Korea;1.0;-3.0;5.5;-12.5;-17.0;-13.0;5;8;32;8;3;2020
2020-08-08;Thailand;-1.0;-21.0;4.0;-7.0;-29.0;-6.0;5;8;32;8;3;2020
2020-08-09;South Korea;-16.5;-19.5;6.0;-17.5;-25.0;-16.0;6;9;32;8;3;2020
2020-08-09;Thailand;2.0;-13.0;3.0;-5.0;-30.0;-6.0;6;9;32;8;3;2020
2020-08-10;South Korea;10.0;10.5;4.5;-5.0;-11.0;-8.5;0;10;33;8;3;2020
2020-08-10;Thailand;2.0;-15.0;4.0;-7.0;-29.0;-12.0;0;10;33;8;3;2020
2020-08-11;South Korea;10.5;25.5;2.5;1.5;-6.0;-8.0;1;11;33;8;3;2020
2020-08-11;Thailand;4.0;-10.0;2.0;-3.0;-26.0;-14.0;1;11;33;8;3;2020
2020-08-12;South Korea;8.5;46.5;1.5;-1.0;-6.0;-8.0;2;12;33;8;3;2020
2020-08-12;Thailand;7.0;7.0;13.0;8.0;-40.0;-56.0;2;12;33;8;3;2020
2020-08-13;South Korea;8.5;43.0;1.5;-2.0;-7.0;-8.5;3;13;33;8;3;2020
2020-08-13;Thailand;-7.0;-19.0;4.0;-13.0;-28.0;-12.0;3;13;33;8;3;2020
2020-08-14;South Korea;10.0;36.0;3.0;-3.0;-6.0;-12.0;4;14;33;8;3;2020
2020-08-14;Thailand;-5.0;-20.0;5.0;-14.0;-28.0;-12.0;4;14;33;8;3;2020
2020-08-15;South Korea;3.0;13.0;4.0;-14.0;-17.0;-26.0;5;15;33;8;3;2020
2020-08-15;Thailand;-1.0;-27.0;6.0;-11.0;-31.0;-6.0;5;15;33;8;3;2020
2020-08-16;South Korea;19.0;47.0;-0.5;-4.0;-8.0;-15.5;6;16;33;8;3;2020
2020-08-16;Thailand;0.0;-18.0;5.0;-9.0;-31.0;-7.0;6;16;33;8;3;2020
2020-08-17;South Korea;20.5;79.5;11.5;1.0;-18.5;-48.5;0;17;34;8;3;2020
2020-08-17;Thailand;1.0;-18.0;4.0;-9.0;-27.0;-10.0;0;17;34;8;3;2020
2020-08-18;South Korea;8.0;34.0;1.5;-8.0;-6.5;-8.0;1;18;34;8;3;2020
2020-08-18;Thailand;0.0;-18.0;3.0;-10.0;-28.0;-9.0;1;18;34;8;3;2020
2020-08-19;South Korea;7.0;38.0;4.0;-16.5;-12.0;-10.5;2;19;34;8;3;2020
2020-08-19;Thailand;-2.0;-17.0;3.0;-9.0;-27.0;-9.0;2;19;34;8;3;2020
2020-08-20;South Korea;2.0;28.5;4.0;-19.0;-15.5;-10.5;3;20;34;8;3;2020
2020-08-20;Thailand;-4.0;-18.0;4.0;-11.0;-26.0;-9.0;3;20;34;8;3;2020
2020-08-21;South Korea;2.0;20.5;6.0;-22.5;-15.5;-10.5;4;21;34;8;3;2020
2020-08-21;Thailand;-4.0;-21.0;4.0;-13.0;-28.0;-10.0;4;21;34;8;3;2020
2020-08-22;South Korea;-3.0;-7.0;8.0;-33.0;-26.0;-12.5;5;22;34;8;3;2020
2020-08-22;Thailand;-4.0;-24.0;5.0;-11.0;-31.0;-6.0;5;22;34;8;3;2020
2020-08-23;South Korea;-8.0;25.0;6.5;-28.5;-23.5;-18.5;6;23;34;8;3;2020
2020-08-23;Thailand;-3.0;-20.0;4.0;-11.0;-32.0;-7.0;6;23;34;8;3;2020
2020-08-24;South Korea;14.0;40.0;5.5;-18.0;-14.0;-9.5;0;24;35;8;3;2020
2020-08-24;Thailand;-1.0;-18.0;3.0;-10.0;-28.0;-8.0;0;24;35;8;3;2020
2020-08-25;South Korea;9.0;25.5;4.0;-17.0;-12.0;-9.5;1;25;35;8;3;2020
2020-08-25;Thailand;1.0;-16.0;3.0;-8.0;-27.0;-9.0;1;25;35;8;3;2020
2020-08-26;South Korea;0.0;3.0;8.5;-27.0;-22.0;-11.5;2;26;35;8;3;2020
2020-08-26;Thailand;-1.0;-16.0;3.0;-8.0;-27.0;-8.0;2;26;35;8;3;2020
2020-08-27;South Korea;-5.0;-1.5;9.5;-29.0;-26.5;-12.0;3;27;35;8;3;2020
2020-08-27;Thailand;-2.0;-17.0;3.0;-9.0;-26.0;-8.0;3;27;35;8;3;2020
2020-08-28;South Korea;0.5;5.0;8.5;-27.5;-21.0;-10.5;4;28;35;8;3;2020
2020-08-28;Thailand;-3.0;-15.0;3.0;-10.0;-24.0;-9.0;4;28;35;8;3;2020
2020-08-29;South Korea;-3.0;-15.5;9.5;-37.5;-30.5;-13.0;5;29;35;8;3;2020
2020-08-29;Thailand;0.0;-20.0;3.0;-6.0;-28.0;-5.0;5;29;35;8;3;2020
2020-08-30;South Korea;7.5;4.5;8.5;-37.5;-31.0;-21.0;6;30;35;8;3;2020
2020-08-30;Thailand;1.0;-16.0;3.0;-7.0;-29.0;-7.0;6;30;35;8;3;2020
2020-08-31;South Korea;10.5;45.5;7.5;-23.5;-17.5;-12.5;0;31;36;8;3;2020
2020-08-31;Thailand;7.0;-16.0;2.0;-3.0;-22.0;-8.0;0;31;36;8;3;2020
2020-09-01;South Korea;4.0;35.0;6.5;-25.0;-16.5;-13.0;1;1;36;9;3;2020
2020-09-01;Thailand;11.0;-17.0;3.0;-4.0;-21.0;-12.0;1;1;36;9;3;2020
2020-09-02;South Korea;-10.5;-18.0;11.0;-39.5;-29.5;-16.0;2;2;36;9;3;2020
2020-09-02;Thailand;0.0;-18.0;3.0;-8.0;-25.0;-11.0;2;2;36;9;3;2020
2020-09-03;South Korea;-1.5;24.0;10.0;-31.5;-26.0;-15.5;3;3;36;9;3;2020
2020-09-03;Thailand;2.0;-12.0;1.0;-3.0;-16.0;-11.0;3;3;36;9;3;2020
2020-09-04;South Korea;5.5;45.0;8.0;-28.0;-18.0;-14.0;4;4;36;9;3;2020
2020-09-04;Thailand;3.0;-4.0;10.0;-3.0;-34.0;-43.0;4;4;36;9;3;2020
2020-09-05;South Korea;6.0;32.0;7.5;-32.0;-24.0;-16.5;5;5;36;9;3;2020
2020-09-05;Thailand;1.0;-2.0;4.0;-4.0;-30.0;-20.0;5;5;36;9;3;2020
2020-09-06;South Korea;6.5;8.0;8.0;-34.5;-30.0;-22.5;6;6;36;9;3;2020
2020-09-06;Thailand;2.0;9.0;1.0;-1.0;-28.0;-16.0;6;6;36;9;3;2020
2020-09-07;South Korea;-11.5;-29.0;12.5;-36.0;-31.0;-17.0;0;7;37;9;3;2020
